ingredient_name,ingredient_id,base_category,function_id,function_tag_jp,function_tag_en,function_tag_cn,product_count_pair,product_count_ingredient,popularity_score,recommendation_score
パプリカ由来カロテノイド,ING-0165,パプリカカロテノイド,F19,筋肉,Muscle Health,肌肉健康,2,6,30,39
桑葉由来イミノシュガー,ING-0153,桑葉イミノシュガー,F01,腸内環境,Gut Health,肠道健康,2,7,30,41
ボタンボウフウ由来プテリキシン,ING-0297,ボタンボウフウプテリキシン,F05,体脂肪,Body Fat,体脂肪,2,2,30,27
ボタンボウフウ由来クロロゲン酸,ING-0096,コーヒー由来成分,F05,体脂肪,Body Fat,体脂肪,2,16,30,52
イヌリン,ING-0005,イヌリン,F09,睡眠,Sleep Quality,睡眠质量,2,160,30,72
クロセチン,ING-0049,クロセチン,F01,腸内環境,Gut Health,肠道健康,2,43,30,65
GABA (ギャバ),ING-0298,GABA,F10,リラックス,Stress Relief,放松减压,2,2,30,27
GABA (ギャバ),ING-0298,GABA,F11,疲労感,Anti-Fatigue,抗疲劳,2,2,30,27
乳酸菌 シロタ株,ING-0113,乳酸菌・プロバイオティクス,F16,免疫,Immunity,免疫力,2,12,30,48
γ-アミノ酪酸,ING-0058,γ-アミノ酪酸,F06,コレステロール,Cholesterol,胆固醇,2,34,30,61
セサミン,ING-0299,ごま,F06,コレステロール,Cholesterol,胆固醇,2,2,30,27
セサモリン,ING-0300,セサモリン,F06,コレステロール,Cholesterol,胆固醇,2,2,30,27
有胞子性乳酸菌,ING-0010,乳酸菌・プロバイオティクス,F06,コレステロール,Cholesterol,胆固醇,2,117,30,72
3- (4-ヒドロキシ-3-メトキシフェニル) プロピオン酸,ING-0046,3- (4-ヒドロキシ-3-メ,F01,腸内環境,Gut Health,肠道健康,2,45,30,65
トウビシ果皮由来ポリフェノール,ING-0152,ブドウ由来成分,F09,睡眠,Sleep Quality,睡眠质量,2,7,30,41
トウビシ果皮由来ポリフェノール,ING-0152,ブドウ由来成分,F10,リラックス,Stress Relief,放松减压,2,7,30,41
トウビシ果皮由来ポリフェノール,ING-0152,ブドウ由来成分,F11,疲労感,Anti-Fatigue,抗疲劳,2,7,30,41
トウビシ果皮由来ポリフェノール,ING-0152,ブドウ由来成分,F14,目の健康,Eye Health,眼部健康,2,7,30,41
システインペプチド,ING-0301,システインペプチド,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
システインペプチド,ING-0301,システインペプチド,F17,抗酸化,Antioxidant,抗氧化,2,2,30,27
コーヒー豆マンノオリゴ糖,ING-0218,コーヒー由来成分,F05,体脂肪,Body Fat,体脂肪,2,4,30,34
ビサクロン,ING-0302,ビサクロン,F21,肝機能,Liver Health,肝脏健康,2,2,30,27
オリーブ由来ヒドロキシチロソール,ING-0047,オリーブ由来成分,F20,血流,Blood Circulation,血液循环,2,44,30,65
黒大豆ポリフェノール,ING-0122,大豆イソフラボン,F14,目の健康,Eye Health,眼部健康,2,11,30,47
黒大豆ポリフェノール,ING-0122,大豆イソフラボン,F20,血流,Blood Circulation,血液循环,2,11,30,47
ターミナリアベリリカ由来没食子酸,ING-0021,ターミナリアベリリカ没食子酸,F11,疲労感,Anti-Fatigue,抗疲劳,2,72,30,72
ターミナリアベリリカ由来没食子酸,ING-0021,ターミナリアベリリカ没食子酸,F27,血管の健康,Vascular Health,血管健康,2,72,30,72
ラクトビオン酸,ING-0220,ラクトビオン酸,F12,骨の健康,Bone Health,骨骼健康,2,4,30,34
ライスオリゴペプチド,ING-0303,ライスオリゴペプチド,F10,リラックス,Stress Relief,放松减压,2,2,30,27
ライスオリゴペプチド,ING-0303,ライスオリゴペプチド,F11,疲労感,Anti-Fatigue,抗疲劳,2,2,30,27
スルフォラファングルコシノレート,ING-0041,スルフォラファン,F07,認知機能,Cognitive Function,认知功能,2,51,30,67
3- (4-ヒドロキシ-3-メトキシフェニル) プロピオン酸,ING-0046,3- (4-ヒドロキシ-3-メ,F04,中性脂肪,Triglycerides,甘油三酯,2,45,30,65
生姜ポリフェノール(6-ジンゲロール、6-ショウガオール),ING-0304,ブドウ由来成分,F20,血流,Blood Circulation,血液循环,2,2,30,27
イソマルトデキストリン (食物繊維),ING-0164,食物繊維,F04,中性脂肪,Triglycerides,甘油三酯,2,6,30,39
KW乳酸菌,ING-0306,乳酸菌・プロバイオティクス,F11,疲労感,Anti-Fatigue,抗疲劳,2,2,30,27
KW乳酸菌,ING-0306,乳酸菌・プロバイオティクス,F14,目の健康,Eye Health,眼部健康,2,2,30,27
3- (4-ヒドロキシ-3-メトキシフェニル) プロピオン酸,ING-0046,3- (4-ヒドロキシ-3-メ,F10,リラックス,Stress Relief,放松减压,2,45,30,65
3- (4-ヒドロキシ-3-メトキシフェニル) プロピオン酸,ING-0046,3- (4-ヒドロキシ-3-メ,F11,疲労感,Anti-Fatigue,抗疲劳,2,45,30,65
チャカサポニン,ING-0050,チャカサポニン,F10,リラックス,Stress Relief,放松减压,2,41,30,64
チャカサポニン,ING-0050,チャカサポニン,F11,疲労感,Anti-Fatigue,抗疲劳,2,41,30,64
ラクトノナデカペプチド,ING-0249,ラクトノナデカペプチド,F08,集中力,Concentration,专注力,2,3,30,31
モノグルコシルヘスペリジン,ING-0055,モノグルコシルヘスペリジン,F03,血圧,Blood Pressure,血压,2,36,30,62
シソ葉由来ロスマリン酸,ING-0309,ローズマリー由来成分,F26,アレルギー,Allergy Relief,抗过敏,2,2,30,27
シソ葉由来フラボノイド類,ING-0310,シソ葉フラボノイド類,F26,アレルギー,Allergy Relief,抗过敏,2,2,30,27
22A-3乳酸菌,ING-0311,乳酸菌・プロバイオティクス,F05,体脂肪,Body Fat,体脂肪,2,2,30,27
22A-3乳酸菌,ING-0311,乳酸菌・プロバイオティクス,F21,肝機能,Liver Health,肝脏健康,2,2,30,27
松樹皮由来プロシアニジンB1及びB3,ING-0070,りんご,F03,血圧,Blood Pressure,血压,2,25,30,58
グアーガム分解物 (食物繊維),ING-0107,食物繊維,F09,睡眠,Sleep Quality,睡眠质量,2,13,30,49
グアーガム分解物 (食物繊維),ING-0107,食物繊維,F11,疲労感,Anti-Fatigue,抗疲劳,2,13,30,49
グアーガム分解物 (食物繊維),ING-0107,食物繊維,F14,目の健康,Eye Health,眼部健康,2,13,30,49
ジヒドロカプシエイト,ING-0247,ジヒドロカプシエイト,F05,体脂肪,Body Fat,体脂肪,2,3,30,31
松樹皮由来プロシアニジン,ING-0155,りんご,F09,睡眠,Sleep Quality,睡眠质量,2,7,30,41
松樹皮由来プロシアニジン,ING-0155,りんご,F11,疲労感,Anti-Fatigue,抗疲劳,2,7,30,41
大豆イソフラボン,ING-0023,大豆イソフラボン,F09,睡眠,Sleep Quality,睡眠质量,2,68,30,71
ラフマ由来イソクエルシトリン,ING-0015,ラフマイソクエルシトリン,F12,骨の健康,Bone Health,骨骼健康,2,88,30,72
ラフマ由来ヒペロシド,ING-0016,ラフマヒペロシド,F12,骨の健康,Bone Health,骨骼健康,2,87,30,72
ピロロキノリンキノン二ナトリウム塩,ING-0134,ピロロキノリンキノン二ナトリウ,F19,筋肉,Muscle Health,肌肉健康,2,10,30,46
りんご由来プロシアニジン,ING-0067,りんご,F01,腸内環境,Gut Health,肠道健康,2,27,30,58
プラズマ乳酸菌,ING-0017,乳酸菌・プロバイオティクス,F10,リラックス,Stress Relief,放松减压,2,75,30,72
ユーグレナグラシリスEOD-1株由来パラミロン,ING-0121,ユーグレナグラシリスEOD-1,F16,免疫,Immunity,免疫力,2,11,30,47
コーヒー由来クロロゲン酸類,ING-0091,コーヒー由来成分,F04,中性脂肪,Triglycerides,甘油三酯,2,17,30,52
ラクトフェリン,ING-0115,ラクトフェリン,F01,腸内環境,Gut Health,肠道健康,2,12,30,48
ジンジャーエキス (指標成分:6-ショウガオール、6-ジンゲロール),ING-0166,ジンジャーエキス (指標成分:,F11,疲労感,Anti-Fatigue,抗疲劳,2,6,30,39
ピセアタンノール,ING-0224,ピセアタンノール,F05,体脂肪,Body Fat,体脂肪,2,4,30,34
アルロース,ING-0062,アルロース,F19,筋肉,Muscle Health,肌肉健康,2,32,30,61
桑の葉イミノシュガー,ING-0314,桑の葉イミノシュガー,F02,血糖値,Blood Sugar,血糖调节,2,2,30,27
桑の葉イミノシュガー,ING-0314,桑の葉イミノシュガー,F04,中性脂肪,Triglycerides,甘油三酯,2,2,30,27
桑の葉イミノシュガー,ING-0314,桑の葉イミノシュガー,F05,体脂肪,Body Fat,体脂肪,2,2,30,27
キトサン,ING-0225,キトサン,F02,血糖値,Blood Sugar,血糖调节,2,4,30,34
キトサン,ING-0225,キトサン,F04,中性脂肪,Triglycerides,甘油三酯,2,4,30,34
キトサン,ING-0225,キトサン,F05,体脂肪,Body Fat,体脂肪,2,4,30,34
茶花サポニン,ING-0315,茶花サポニン,F02,血糖値,Blood Sugar,血糖调节,2,2,30,27
茶花サポニン,ING-0315,茶花サポニン,F04,中性脂肪,Triglycerides,甘油三酯,2,2,30,27
茶花サポニン,ING-0315,茶花サポニン,F05,体脂肪,Body Fat,体脂肪,2,2,30,27
セサミン類,ING-0254,ごま,F09,睡眠,Sleep Quality,睡眠质量,2,3,30,31
セサミン類,ING-0254,ごま,F14,目の健康,Eye Health,眼部健康,2,3,30,31
鶏足酵素分解ペプチド,ING-0316,鶏足酵素分解ペプチド,F13,関節,Joint Health,关节健康,2,2,30,27
ヒハツ由来ピペリン,ING-0170,ヒハツ,F01,腸内環境,Gut Health,肠道健康,2,6,30,39
ヒハツ由来ピペリン,ING-0170,ヒハツ,F02,血糖値,Blood Sugar,血糖调节,2,6,30,39
ヒハツ由来ピペリン,ING-0170,ヒハツ,F04,中性脂肪,Triglycerides,甘油三酯,2,6,30,39
6-パラドール,ING-0317,6-パラドール,F05,体脂肪,Body Fat,体脂肪,2,2,30,27
還元型コエンザイムQ10,ING-0011,コエンザイムQ10,F16,免疫,Immunity,免疫力,2,101,30,72
パインアップル由来グルコシルセラミド,ING-0318,セラミド,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
マルトビオン酸Ca,ING-0079,マルトビオン酸Ca,F15,肌の健康,Skin Health,皮肤健康,2,21,30,55
大麦若葉由来食物繊維,ING-0111,食物繊維,F12,骨の健康,Bone Health,骨骼健康,2,12,30,48
大麦若葉由来食物繊維,ING-0111,食物繊維,F24,鉄分,Iron,铁元素,2,12,30,48
S-アリルシステイン,ING-0075,S-アリルシステイン,F07,認知機能,Cognitive Function,认知功能,2,23,30,56
S-アリルシステイン,ING-0075,S-アリルシステイン,F10,リラックス,Stress Relief,放松减压,2,23,30,56
S-アリルシステイン,ING-0075,S-アリルシステイン,F14,目の健康,Eye Health,眼部健康,2,23,30,56
マルトビオン酸Ca プラズマ乳酸菌,ING-0319,乳酸菌・プロバイオティクス,F12,骨の健康,Bone Health,骨骼健康,2,2,30,27
マルトビオン酸Ca プラズマ乳酸菌,ING-0319,乳酸菌・プロバイオティクス,F16,免疫,Immunity,免疫力,2,2,30,27
大豆イソフラボン,ING-0023,大豆イソフラボン,F01,腸内環境,Gut Health,肠道健康,2,68,30,71
大豆イソフラボン,ING-0023,大豆イソフラボン,F24,鉄分,Iron,铁元素,2,68,30,71
有胞子性乳酸菌,ING-0010,乳酸菌・プロバイオティクス,F08,集中力,Concentration,专注力,2,117,30,72
非変性II型コラーゲン,ING-0056,コラーゲン,F05,体脂肪,Body Fat,体脂肪,2,35,30,62
アカシア樹皮由来プロアントシアニジン,ING-0171,りんご,F05,体脂肪,Body Fat,体脂肪,2,6,30,39
サケ鼻軟骨由来プロテオグリカン,ING-0009,プロテオグリカン,F20,血流,Blood Circulation,血液循环,2,129,30,72
サケ鼻軟骨由来非変性II型コラーゲン,ING-0063,コラーゲン,F15,肌の健康,Skin Health,皮肤健康,2,30,30,60
サケ鼻軟骨由来非変性II型コラーゲン,ING-0063,コラーゲン,F20,血流,Blood Circulation,血液循环,2,30,30,60
N-アセチルグルコサミン,ING-0013,グルコサミン,F20,血流,Blood Circulation,血液循环,2,94,30,72
ヒハツ由来ピペリン類,ING-0012,ヒハツ,F12,骨の健康,Bone Health,骨骼健康,2,96,30,72
ヒハツ由来ピペリン類,ING-0012,ヒハツ,F13,関節,Joint Health,关节健康,2,96,30,72
テアニン,ING-0116,テアニン,F09,睡眠,Sleep Quality,睡眠质量,2,12,30,48
テアニン,ING-0116,テアニン,F11,疲労感,Anti-Fatigue,抗疲劳,2,12,30,48
酢酸菌GK-1,ING-0042,醸造酢,F19,筋肉,Muscle Health,肌肉健康,2,50,30,67
ビフィズス菌8013株,ING-0320,乳酸菌・プロバイオティクス,F01,腸内環境,Gut Health,肠道健康,2,2,30,27
パイナップル由来グルコシルセラミド,ING-0035,セラミド,F01,腸内環境,Gut Health,肠道健康,2,57,30,68
高分子紅茶ポリフェノール,ING-0321,ブドウ由来成分,F04,中性脂肪,Triglycerides,甘油三酯,2,2,30,27
オクラ由来水溶性食物繊維,ING-0322,食物繊維,F02,血糖値,Blood Sugar,血糖调节,2,2,30,27
ルテオリン,ING-0039,ルテオリン,F04,中性脂肪,Triglycerides,甘油三酯,2,53,30,68
葛の花由来イソフラボン,ING-0014,大豆イソフラボン,F13,関節,Joint Health,关节健康,2,90,30,72
フロロタンニン,ING-0256,フロロタンニン,F14,目の健康,Eye Health,眼部健康,2,3,30,31
フロロタンニン,ING-0256,フロロタンニン,F26,アレルギー,Allergy Relief,抗过敏,2,3,30,31
N‐アセチルグルコサミン,ING-0323,グルコサミン,F13,関節,Joint Health,关节健康,2,2,30,27
レモン由来モノグルコシルヘスペリジン,ING-0086,レモンモノグルコシルヘスペリジ,F10,リラックス,Stress Relief,放松减压,2,19,30,54
レモン由来モノグルコシルヘスペリジン,ING-0086,レモンモノグルコシルヘスペリジ,F11,疲労感,Anti-Fatigue,抗疲劳,2,19,30,54
桑葉由来イミノシュガー,ING-0153,桑葉イミノシュガー,F10,リラックス,Stress Relief,放松减压,2,7,30,41
桑葉由来イミノシュガー,ING-0153,桑葉イミノシュガー,F11,疲労感,Anti-Fatigue,抗疲劳,2,7,30,41
6種アミノ酸〔セリン,ING-0324,6種アミノ酸〔セリン,F13,関節,Joint Health,关节健康,2,2,30,27
アスパラギン酸ナトリウム,ING-0325,アスパラギン酸ナトリウム,F13,関節,Joint Health,关节健康,2,2,30,27
グルタミン酸,ING-0326,グルタミン酸,F13,関節,Joint Health,关节健康,2,2,30,27
グリシン,ING-0132,グリシン,F13,関節,Joint Health,关节健康,2,10,30,46
アラニン,ING-0327,アラニン,F13,関節,Joint Health,关节健康,2,2,30,27
プロリン〕,ING-0328,プロリン〕,F13,関節,Joint Health,关节健康,2,2,30,27
リコペロサイドH,ING-0329,リコペロサイドH,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
カツオ由来エラスチンペプチド,ING-0036,カツオエラスチンペプチド,F04,中性脂肪,Triglycerides,甘油三酯,2,57,30,68
ヒドロキシクエン酸,ING-0076,ガルシニア,F11,疲労感,Anti-Fatigue,抗疲劳,2,23,30,56
チャカサポニン,ING-0050,チャカサポニン,F19,筋肉,Muscle Health,肌肉健康,2,41,30,64
乳酸菌WB2000,ING-0331,乳酸菌・プロバイオティクス,F11,疲労感,Anti-Fatigue,抗疲劳,2,2,30,27
乳酸菌WB2000,ING-0331,乳酸菌・プロバイオティクス,F14,目の健康,Eye Health,眼部健康,2,2,30,27
レスベラトロール,ING-0194,ブドウ由来成分,F11,疲労感,Anti-Fatigue,抗疲劳,2,5,30,37
レスベラトロール,ING-0194,ブドウ由来成分,F14,目の健康,Eye Health,眼部健康,2,5,30,37
サラシア由来サラシノール,ING-0019,サラシアサラシノール,F01,腸内環境,Gut Health,肠道健康,2,75,30,72
モノグルコシルヘスペリジン,ING-0055,モノグルコシルヘスペリジン,F05,体脂肪,Body Fat,体脂肪,2,36,30,62
イソマルトデキストリン(食物繊維),ING-0030,食物繊維,F05,体脂肪,Body Fat,体脂肪,2,63,30,70
3-(4-ヒドロキシ-3-メトキシフェニル)プロピオン酸,ING-0025,3-(4-ヒドロキシ-3-メト,F04,中性脂肪,Triglycerides,甘油三酯,2,68,30,71
γ-アミノ酪酸,ING-0058,γ-アミノ酪酸,F21,肝機能,Liver Health,肝脏健康,2,34,30,61
ナトリード,ING-0332,ナトリード,F07,認知機能,Cognitive Function,认知功能,2,2,30,27
ナトリード,ING-0332,ナトリード,F08,集中力,Concentration,专注力,2,2,30,27
ジンセノサイドRg1,ING-0156,高麗人参,F02,血糖値,Blood Sugar,血糖调节,2,7,30,41
ジンセノサイドRg1,ING-0156,高麗人参,F19,筋肉,Muscle Health,肌肉健康,2,7,30,41
N-アセチルグルコサミン,ING-0013,グルコサミン,F10,リラックス,Stress Relief,放松减压,2,94,30,72
"エノキタケ由来グルコシルセラミド((2R)-2-hydroxy-N-[(2S,3R,4E,8E)-3-hydroxy-9-methyl-1-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-oxan-2-yl] oxyoctadeca-4,8-dien-2-yl] hexadecanamide)",ING-0333,セラミド,F15,肌の健康,Skin Health,皮肤健康,2,2,30,27
植物性乳酸菌K-1,ING-0018,乳酸菌・プロバイオティクス,F20,血流,Blood Circulation,血液循环,2,75,30,72
イチョウ葉テルペンラクトン,ING-0060,イチョウ葉,F14,目の健康,Eye Health,眼部健康,2,33,30,61
CP2305ガセリ菌,ING-0258,CP2305ガセリ菌,F01,腸内環境,Gut Health,肠道健康,2,3,30,31
CP2305ガセリ菌,ING-0258,CP2305ガセリ菌,F09,睡眠,Sleep Quality,睡眠质量,2,3,30,31
CP2305ガセリ菌,ING-0258,CP2305ガセリ菌,F10,リラックス,Stress Relief,放松减压,2,3,30,31
CP2305ガセリ菌,ING-0258,CP2305ガセリ菌,F11,疲労感,Anti-Fatigue,抗疲劳,2,3,30,31
ビフィズス菌 LKM512,ING-0334,乳酸菌・プロバイオティクス,F01,腸内環境,Gut Health,肠道健康,2,2,30,27
